time_ms,pattern_id,phase,route_quality,candidate_admissible,candidate_latency_ms,candidate_cost,relapse_phase,route_class,degradation_onset_ms
1280.0,0,stable,1.0,True,7.852970486182604,0.3,STABLE,PERSISTENT_FAILURE,86000.0
1300.0,2,stable,1.0,True,7.943443581126349,0.3,STABLE,CONTROL,86000.0
1320.0,7,stable,1.0,True,5.01550111930616,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
1340.0,1,stable,1.0,True,7.631376337731174,0.3,STABLE,CONTROL,86000.0
1360.0,5,stable,1.0,True,7.267996839418693,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
1380.0,1,stable,1.0,True,7.218940422144356,0.3,STABLE,CONTROL,86000.0
1400.0,0,stable,1.0,True,5.724730577255388,0.3,STABLE,PERSISTENT_FAILURE,86000.0
1420.0,4,stable,1.0,True,11.414949583069063,0.3,STABLE,CONTROL,86000.0
1440.0,0,stable,1.0,True,1.0,0.3,STABLE,PERSISTENT_FAILURE,86000.0
1460.0,7,stable,1.0,True,8.441757547287954,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
1480.0,1,stable,1.0,True,14.193614302504724,0.3,STABLE,CONTROL,86000.0
1500.0,4,stable,1.0,True,6.848002393398273,0.3,STABLE,CONTROL,86000.0
1520.0,6,stable,1.0,True,3.68287528089492,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
1540.0,7,stable,1.0,True,8.047163837543359,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
1560.0,6,stable,1.0,True,11.234286237540925,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
1580.0,3,stable,1.0,True,7.499498782497844,0.3,STABLE,CONTROL,86000.0
1600.0,2,stable,1.0,True,6.711927785828303,0.3,STABLE,CONTROL,86000.0
1620.0,5,stable,1.0,True,8.086746224560638,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
1640.0,6,stable,1.0,True,7.206105527613233,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
1660.0,2,stable,1.0,True,9.017573814557561,0.3,STABLE,CONTROL,86000.0
1680.0,2,stable,1.0,True,4.2169306018426305,0.3,STABLE,CONTROL,86000.0
1700.0,2,stable,1.0,True,3.447499305008219,0.3,STABLE,CONTROL,86000.0
1720.0,1,stable,1.0,True,4.230137400217693,0.3,STABLE,CONTROL,86000.0
1740.0,3,stable,1.0,True,9.200473221987362,0.3,STABLE,CONTROL,86000.0
1760.0,6,stable,1.0,True,5.7206257785641235,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
1780.0,6,stable,1.0,True,13.059873623831445,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
1800.0,1,stable,1.0,True,4.492273044697562,0.3,STABLE,CONTROL,86000.0
1820.0,3,stable,1.0,True,8.748863744925304,0.3,STABLE,CONTROL,86000.0
1840.0,3,stable,1.0,True,6.31372146438726,0.3,STABLE,CONTROL,86000.0
1860.0,4,stable,1.0,True,9.695269718948428,0.3,STABLE,CONTROL,86000.0
1880.0,4,stable,1.0,True,6.542884450613205,0.3,STABLE,CONTROL,86000.0
1900.0,1,stable,1.0,True,9.144642780948963,0.3,STABLE,CONTROL,86000.0
1920.0,5,stable,1.0,True,10.072343054275454,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
1940.0,2,stable,1.0,True,5.519925883167532,0.3,STABLE,CONTROL,86000.0
1960.0,7,stable,1.0,True,8.975858648938166,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
1980.0,2,stable,1.0,True,5.679802644373773,0.3,STABLE,CONTROL,86000.0
2000.0,4,stable,1.0,True,8.736099756467896,0.3,STABLE,CONTROL,86000.0
2020.0,5,stable,1.0,True,6.334004295456795,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2040.0,7,stable,1.0,True,10.43057057769676,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2060.0,0,stable,1.0,True,10.941410745635672,0.3,STABLE,PERSISTENT_FAILURE,86000.0
2080.0,2,stable,1.0,True,6.625616816938112,0.3,STABLE,CONTROL,86000.0
2100.0,4,stable,1.0,True,10.80885515409512,0.3,STABLE,CONTROL,86000.0
2120.0,0,stable,1.0,True,5.962459949936022,0.3,STABLE,PERSISTENT_FAILURE,86000.0
2140.0,7,stable,1.0,True,4.081700704230289,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2160.0,2,stable,1.0,True,1.5187174369032288,0.3,STABLE,CONTROL,86000.0
2180.0,0,stable,1.0,True,8.620563012209823,0.3,STABLE,PERSISTENT_FAILURE,86000.0
2200.0,4,stable,1.0,True,7.572107973007261,0.3,STABLE,CONTROL,86000.0
2220.0,6,stable,1.0,True,12.133240162852726,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2240.0,2,stable,1.0,True,7.348856113922277,0.3,STABLE,CONTROL,86000.0
2260.0,7,stable,1.0,True,6.23704439494464,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2280.0,0,stable,1.0,True,8.575315114811042,0.3,STABLE,PERSISTENT_FAILURE,86000.0
2300.0,5,stable,1.0,True,9.071323258241557,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2320.0,7,stable,1.0,True,13.352732795596195,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2340.0,7,stable,1.0,True,12.818957046040303,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2360.0,2,stable,1.0,True,4.487111854351405,0.3,STABLE,CONTROL,86000.0
2380.0,7,stable,1.0,True,5.411794334292308,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2400.0,0,stable,1.0,True,11.105103935798004,0.3,STABLE,PERSISTENT_FAILURE,86000.0
2420.0,7,stable,1.0,True,14.122840935604664,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2440.0,4,stable,1.0,True,5.87101035388434,0.3,STABLE,CONTROL,86000.0
2460.0,4,stable,1.0,True,10.660270628340633,0.3,STABLE,CONTROL,86000.0
2480.0,0,stable,1.0,True,9.84163408130517,0.3,STABLE,PERSISTENT_FAILURE,86000.0
2500.0,3,stable,1.0,True,11.395200336520837,0.3,STABLE,CONTROL,86000.0
2520.0,2,stable,1.0,True,12.668924634659014,0.3,STABLE,CONTROL,86000.0
2540.0,2,stable,1.0,True,1.0,0.3,STABLE,CONTROL,86000.0
2560.0,5,stable,1.0,True,9.562357175563072,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2580.0,1,stable,1.0,True,14.07113989005011,0.3,STABLE,CONTROL,86000.0
2600.0,6,stable,1.0,True,8.675703231666006,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2620.0,6,stable,1.0,True,7.464624656967527,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2640.0,6,stable,1.0,True,8.046525926542314,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2660.0,0,stable,1.0,True,6.551744496391075,0.3,STABLE,PERSISTENT_FAILURE,86000.0
2680.0,2,stable,1.0,True,4.081832140152968,0.3,STABLE,CONTROL,86000.0
2700.0,0,stable,1.0,True,5.733616029121661,0.3,STABLE,PERSISTENT_FAILURE,86000.0
2720.0,6,stable,1.0,True,8.716987772610612,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2740.0,1,stable,1.0,True,5.225290589179462,0.3,STABLE,CONTROL,86000.0
2760.0,4,stable,1.0,True,6.183467349735228,0.3,STABLE,CONTROL,86000.0
2780.0,7,stable,1.0,True,3.4115708612845097,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2800.0,6,stable,1.0,True,11.894756272338963,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2820.0,2,stable,1.0,True,9.460159285102836,0.3,STABLE,CONTROL,86000.0
2840.0,0,stable,1.0,True,8.29454865315041,0.3,STABLE,PERSISTENT_FAILURE,86000.0
2860.0,5,stable,1.0,True,9.156451264020589,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2880.0,6,stable,1.0,True,6.273199654603815,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2900.0,2,stable,1.0,True,6.942959287436322,0.3,STABLE,CONTROL,86000.0
2920.0,2,stable,1.0,True,7.013054498954043,0.3,STABLE,CONTROL,86000.0
2940.0,5,stable,1.0,True,5.687678433805701,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2960.0,7,stable,1.0,True,5.892562341623493,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
2980.0,4,stable,1.0,True,9.224687496387565,0.3,STABLE,CONTROL,86000.0
3000.0,1,stable,1.0,True,6.978068536754925,0.3,STABLE,CONTROL,86000.0
3020.0,4,stable,1.0,True,8.539388550953335,0.3,STABLE,CONTROL,86000.0
3040.0,6,stable,1.0,True,4.747212196555454,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
3060.0,1,stable,1.0,True,9.649275910504366,0.3,STABLE,CONTROL,86000.0
3080.0,7,stable,1.0,True,4.823486316115014,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
3100.0,6,stable,1.0,True,6.622399039075496,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
3120.0,2,stable,1.0,True,9.14401581097635,0.3,STABLE,CONTROL,86000.0
3140.0,6,stable,1.0,True,6.625886743727473,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
3160.0,4,stable,1.0,True,6.692465363577492,0.3,STABLE,CONTROL,86000.0
3180.0,4,stable,1.0,True,6.753263425645245,0.3,STABLE,CONTROL,86000.0
3200.0,0,stable,1.0,True,5.654632647704179,0.3,STABLE,PERSISTENT_FAILURE,86000.0
3220.0,7,stable,1.0,True,1.0,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
3240.0,0,stable,1.0,True,9.415517580270963,0.3,STABLE,PERSISTENT_FAILURE,86000.0
3260.0,0,stable,1.0,True,5.991100698288169,0.3,STABLE,PERSISTENT_FAILURE,86000.0
3280.0,5,stable,1.0,True,9.891867195080382,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
3300.0,1,stable,1.0,True,7.549287805135703,0.3,STABLE,CONTROL,86000.0
3320.0,2,stable,1.0,True,9.298984363815983,0.3,STABLE,CONTROL,86000.0
3340.0,2,stable,1.0,True,10.039623591928157,0.3,STABLE,CONTROL,86000.0
3360.0,7,stable,1.0,True,5.621841214859552,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
3380.0,0,stable,1.0,True,7.142191208874549,0.3,STABLE,PERSISTENT_FAILURE,86000.0
3400.0,5,stable,1.0,True,9.49973156941511,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
3420.0,4,stable,1.0,True,6.907447575429853,0.3,STABLE,CONTROL,86000.0
3440.0,0,stable,1.0,True,1.805047682059973,0.3,STABLE,PERSISTENT_FAILURE,86000.0
3460.0,0,stable,1.0,True,6.278789166282966,0.3,STABLE,PERSISTENT_FAILURE,86000.0
3480.0,7,stable,1.0,True,9.753934387697328,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
3500.0,6,stable,1.0,True,7.2582585003360975,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
3520.0,6,stable,1.0,True,6.262213744219079,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
3540.0,0,stable,1.0,True,4.26429891013391,0.3,STABLE,PERSISTENT_FAILURE,86000.0
3560.0,0,stable,1.0,True,9.814507152864511,0.3,STABLE,PERSISTENT_FAILURE,86000.0
3580.0,3,stable,1.0,True,3.7618763423391677,0.3,STABLE,CONTROL,86000.0
3600.0,7,stable,1.0,True,4.146236118443898,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
3620.0,1,stable,1.0,True,10.642438362960272,0.3,STABLE,CONTROL,86000.0
3640.0,7,stable,1.0,True,10.463842135362265,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
3660.0,3,stable,1.0,True,6.470693560579474,0.3,STABLE,CONTROL,86000.0
3680.0,2,stable,1.0,True,11.017117900909838,0.3,STABLE,CONTROL,86000.0
3700.0,1,stable,1.0,True,11.649344089254864,0.3,STABLE,CONTROL,86000.0
3720.0,4,stable,1.0,True,9.882677765438082,0.3,STABLE,CONTROL,86000.0
3740.0,7,stable,1.0,True,5.694211871035744,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
3760.0,0,stable,1.0,True,12.683206472566123,0.3,STABLE,PERSISTENT_FAILURE,86000.0
3780.0,2,stable,1.0,True,7.5554340388636785,0.3,STABLE,CONTROL,86000.0
3800.0,1,stable,1.0,True,11.525929410112271,0.3,STABLE,CONTROL,86000.0
3820.0,5,stable,1.0,True,7.813139046645252,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
3840.0,7,stable,1.0,True,5.460030592824847,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
3860.0,4,stable,1.0,True,9.182431119301803,0.3,STABLE,CONTROL,86000.0
3880.0,1,stable,1.0,True,8.255828148399074,0.3,STABLE,CONTROL,86000.0
3900.0,3,stable,1.0,True,9.208300480367054,0.3,STABLE,CONTROL,86000.0
3920.0,0,stable,1.0,True,9.11405470719449,0.3,STABLE,PERSISTENT_FAILURE,86000.0
3940.0,0,stable,1.0,True,3.524862139268392,0.3,STABLE,PERSISTENT_FAILURE,86000.0
3960.0,3,stable,1.0,True,11.902949074729161,0.3,STABLE,CONTROL,86000.0
3980.0,0,stable,1.0,True,3.535497543295331,0.3,STABLE,PERSISTENT_FAILURE,86000.0
4000.0,2,stable,1.0,True,14.433663264473337,0.3,STABLE,CONTROL,86000.0
4020.0,1,stable,1.0,True,9.003789068994791,0.3,STABLE,CONTROL,86000.0
4040.0,6,stable,1.0,True,4.930388805088073,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
4060.0,4,stable,1.0,True,3.926883131291339,0.3,STABLE,CONTROL,86000.0
4080.0,0,stable,1.0,True,8.919376733130454,0.3,STABLE,PERSISTENT_FAILURE,86000.0
4100.0,4,stable,1.0,True,13.924378948047035,0.3,STABLE,CONTROL,86000.0
4120.0,4,stable,1.0,True,11.443163396279951,0.3,STABLE,CONTROL,86000.0
4140.0,3,stable,1.0,True,9.631939492591416,0.3,STABLE,CONTROL,86000.0
4160.0,1,stable,1.0,True,10.496239779165798,0.3,STABLE,CONTROL,86000.0
4180.0,7,stable,1.0,True,7.945202167505859,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
4200.0,6,stable,1.0,True,15.123459217070213,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
4220.0,6,stable,1.0,True,7.65520260167525,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
4240.0,1,stable,1.0,True,11.074025319323646,0.3,STABLE,CONTROL,86000.0
4260.0,2,stable,1.0,True,13.942161696684135,0.3,STABLE,CONTROL,86000.0
4280.0,5,stable,1.0,True,12.661273646912079,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
4300.0,0,stable,1.0,True,6.7045245142080905,0.3,STABLE,PERSISTENT_FAILURE,86000.0
4320.0,0,stable,1.0,True,8.49471349980649,0.3,STABLE,PERSISTENT_FAILURE,86000.0
4340.0,0,stable,1.0,True,5.500530249512802,0.3,STABLE,PERSISTENT_FAILURE,86000.0
4360.0,3,stable,1.0,True,9.617843041769383,0.3,STABLE,CONTROL,86000.0
4380.0,2,stable,1.0,True,10.307501193802587,0.3,STABLE,CONTROL,86000.0
4400.0,6,stable,1.0,True,8.749186986843503,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
4420.0,1,stable,1.0,True,10.37087781692264,0.3,STABLE,CONTROL,86000.0
4440.0,0,stable,1.0,True,10.930185946581576,0.3,STABLE,PERSISTENT_FAILURE,86000.0
4460.0,7,stable,1.0,True,7.026470955208609,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
4480.0,3,stable,1.0,True,12.681983188951492,0.3,STABLE,CONTROL,86000.0
4500.0,0,stable,1.0,True,7.3072892760151715,0.3,STABLE,PERSISTENT_FAILURE,86000.0
4520.0,7,stable,1.0,True,5.993714057802137,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
4540.0,0,stable,1.0,True,9.697909506655384,0.3,STABLE,PERSISTENT_FAILURE,86000.0
4560.0,4,stable,1.0,True,13.351932084726904,0.3,STABLE,CONTROL,86000.0
4580.0,1,stable,1.0,True,5.6902000139773765,0.3,STABLE,CONTROL,86000.0
4600.0,3,stable,1.0,True,9.282845281846924,0.3,STABLE,CONTROL,86000.0
4620.0,4,stable,1.0,True,11.213220893104507,0.3,STABLE,CONTROL,86000.0
4640.0,0,stable,1.0,True,9.657700796880505,0.3,STABLE,PERSISTENT_FAILURE,86000.0
4660.0,1,stable,1.0,True,6.953003119444596,0.3,STABLE,CONTROL,86000.0
4680.0,4,stable,1.0,True,5.182901378429069,0.3,STABLE,CONTROL,86000.0
4700.0,3,stable,1.0,True,9.80441106436724,0.3,STABLE,CONTROL,86000.0
4720.0,3,stable,1.0,True,8.051413669490591,0.3,STABLE,CONTROL,86000.0
4740.0,7,stable,1.0,True,6.6124207708980185,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
4760.0,3,stable,1.0,True,10.499823867397534,0.3,STABLE,CONTROL,86000.0
4780.0,7,stable,1.0,True,9.649943357107006,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
4800.0,4,stable,1.0,True,5.14671191079402,0.3,STABLE,CONTROL,86000.0
4820.0,4,stable,1.0,True,7.392308080508775,0.3,STABLE,CONTROL,86000.0
4840.0,1,stable,1.0,True,7.9755945955745045,0.3,STABLE,CONTROL,86000.0
4860.0,6,stable,1.0,True,7.555932658125374,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
4880.0,5,stable,1.0,True,6.639375182846487,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
4900.0,1,stable,1.0,True,2.56946695499267,0.3,STABLE,CONTROL,86000.0
4920.0,7,stable,1.0,True,4.528705622899223,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
4940.0,3,stable,1.0,True,8.145099539734352,0.3,STABLE,CONTROL,86000.0
4960.0,2,stable,1.0,True,7.567059664819478,0.3,STABLE,CONTROL,86000.0
4980.0,7,stable,1.0,True,8.501554245263788,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
5000.0,2,stable,1.0,True,5.56825694071965,0.3,STABLE,CONTROL,86000.0
5020.0,2,stable,1.0,True,11.069059034402638,0.3,STABLE,CONTROL,86000.0
5040.0,3,stable,1.0,True,8.559964600314283,0.3,STABLE,CONTROL,86000.0
5060.0,4,stable,1.0,True,7.009483096465273,0.3,STABLE,CONTROL,86000.0
5080.0,6,stable,1.0,True,7.871450008815239,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
5100.0,7,stable,1.0,True,6.026939476122507,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
5120.0,2,stable,1.0,True,5.57617422812935,0.3,STABLE,CONTROL,86000.0
5140.0,7,stable,1.0,True,6.524330558357902,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
5160.0,0,stable,1.0,True,6.7795708389896046,0.3,STABLE,PERSISTENT_FAILURE,86000.0
5180.0,4,stable,1.0,True,4.7579197091125085,0.3,STABLE,CONTROL,86000.0
5200.0,5,stable,1.0,True,6.995573192397429,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
5220.0,0,stable,1.0,True,6.406741751429303,0.3,STABLE,PERSISTENT_FAILURE,86000.0
5240.0,4,stable,1.0,True,7.6540161994768425,0.3,STABLE,CONTROL,86000.0
5260.0,5,stable,1.0,True,4.759267453932395,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
5280.0,4,stable,1.0,True,7.399642274483176,0.3,STABLE,CONTROL,86000.0
5300.0,4,stable,1.0,True,7.95753209336848,0.3,STABLE,CONTROL,86000.0
5320.0,5,stable,1.0,True,4.939360446641427,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
5340.0,6,stable,1.0,True,12.557256015499686,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
5360.0,4,stable,1.0,True,5.393806045331074,0.3,STABLE,CONTROL,86000.0
5380.0,4,stable,1.0,True,7.119297371776347,0.3,STABLE,CONTROL,86000.0
5400.0,4,stable,1.0,True,4.9137615831395784,0.3,STABLE,CONTROL,86000.0
5420.0,1,stable,1.0,True,10.507391462585854,0.3,STABLE,CONTROL,86000.0
5440.0,3,stable,1.0,True,10.272957889508723,0.3,STABLE,CONTROL,86000.0
5460.0,2,stable,1.0,True,7.150961428549767,0.3,STABLE,CONTROL,86000.0
5480.0,5,stable,1.0,True,14.298708691160538,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
5500.0,5,stable,1.0,True,7.43439697571061,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
5520.0,1,stable,1.0,True,9.664387082970233,0.3,STABLE,CONTROL,86000.0
5540.0,0,stable,1.0,True,9.19213903195869,0.3,STABLE,PERSISTENT_FAILURE,86000.0
5560.0,7,stable,1.0,True,8.673775212381537,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
5580.0,3,stable,1.0,True,5.1349514039398425,0.3,STABLE,CONTROL,86000.0
5600.0,1,stable,1.0,True,8.646766416473962,0.3,STABLE,CONTROL,86000.0
5620.0,0,stable,1.0,True,4.017276154594809,0.3,STABLE,PERSISTENT_FAILURE,86000.0
5640.0,2,stable,1.0,True,9.250388176888489,0.3,STABLE,CONTROL,86000.0
5660.0,3,stable,1.0,True,8.02547716459137,0.3,STABLE,CONTROL,86000.0
5680.0,7,stable,1.0,True,10.206366174376964,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
5700.0,4,stable,1.0,True,8.170896066771368,0.3,STABLE,CONTROL,86000.0
5720.0,7,stable,1.0,True,6.964333748284591,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
5740.0,7,stable,1.0,True,3.4706703160296293,0.3,STABLE,BORDERLINE_RELAPSE,86000.0
